Flow_Duration,Total_Fwd_Packets,Total_Length_of_Fwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_s,Flow_Packets_s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Bwd_PSH_Flags,Bwd_URG_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_s,Bwd_Packets_s,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,CWE_Flag_Count,Average_Packet_Size,Fwd_Header_Length_1,Fwd_Avg_Bytes_Bulk,Fwd_Avg_Packets_Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes_Bulk,Bwd_Avg_Packets_Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Max,Active_Min,Idle_Mean,Idle_Max,Idle_Min
-0.4161197497910895,-0.3416871124517042,-0.4279811968911967,-0.6505277818513767,-0.46958409416586566,-0.7202794112191143,-0.6096736152611841,-0.6683652199157093,-0.3193399387189301,-0.6054191141979077,-0.7053157656447474,-0.6650047111623432,5.855891303677387,-0.3248654995879087,-0.329617572464674,-0.34524447706652,-0.2397373250282518,-0.4160186735060359,-0.29083473211370414,-0.30221863427840984,-0.34506308340284214,-0.19251918353883268,-0.26887815943758153,-0.25304796409918456,-0.2633440480318379,-0.26787218974144394,-0.13210178899585237,0.0,0.0,-0.4022747845688198,-0.3557695375293004,4.68503265826816,7.615533717651769,-0.46958409416586566,-0.7089590832466098,-0.6969842655190424,-0.7235490641043354,-0.509294480710923,7.681145747868607,-0.2672612419124244,-0.8451542547285167,-0.816496580927726,0.0,-0.7227935263306783,-0.4022747845688198,0.0,0.0,0.0,0.0,0.0,0.0,-0.3416871124517042,-0.4279811968911967,-0.35794219020537904,-0.6704850463207983,-0.47615662253263846,-0.29803092885244503,-0.46564047386992874,-0.23461632767347718,-0.24835095837634674,-0.13443223520649777,-0.3717023941475794,-0.32096341298848785,-0.3616678866462927
-0.4161197497910895,-0.3416871124517042,-0.424904071021057,-0.6392186258987741,-0.025882587867409896,-0.6690396980608032,-0.6096736152611841,-0.6683652199157093,-0.3193399387189301,-0.6054191141979077,-0.7053157656447474,3.5017923504431887,3.7883479212895743,-0.3248648624478681,-0.32961786946780525,-0.34524447706652,-0.23967072269321904,-0.4160186735060359,-0.29083473211370414,-0.30221863427840984,-0.34506308340284214,-0.19251918353883268,-0.26887815943758153,-0.25304796409918456,-0.2633440480318379,-0.26787218974144394,-0.13210178899585237,0.0,0.0,-0.4022747845688198,-0.38511538885148633,4.68503265826816,-0.17886374934717567,-0.025882587867409896,-0.7019708221993293,-0.6656302834588801,-0.7235490641043354,-0.509294480710923,-0.13018891098082386,-0.2672612419124244,-0.8451542547285167,1.224744871391589,0.0,-0.6770587533850101,-0.4022747845688198,0.0,0.0,0.0,0.0,0.0,0.0,-0.3416871124517042,-0.424904071021057,-0.40514335814454994,-0.6460707363431272,-0.7728213749351863,-0.26344320016550754,-0.46564047386992874,-0.23461632767347718,-0.24835095837634674,-0.13443223520649777,-0.3717023941475794,-0.32096341298848785,-0.3616678866462927
-0.41611969751119804,-0.3416871124517042,-0.424904071021057,-0.6392186258987741,-0.025882587867409896,-0.6690396980608032,-0.6096736152611841,-0.6683652199157093,-0.3193399387189301,-0.6054191141979077,-0.7053157656447474,0.7239276427061675,1.0316234114391583,-0.32486231388770564,-0.32961786946780525,-0.34524431125745403,-0.2395375180231535,-0.41601862119930705,-0.29083332804495865,-0.30221863427840984,-0.3450629176049663,-0.17799856630146,-0.26887815943758153,-0.25304796409918456,-0.2633440480318379,-0.26787218974144394,-0.13210178899585237,0.0,0.0,-0.4022747845688198,-0.38511538885148633,1.3179731828942052,-0.17886374934717567,-0.025882587867409896,-0.7019708221993293,-0.6656302834588801,-0.7235490641043354,-0.509294480710923,-0.13018891098082386,-0.2672612419124244,-0.8451542547285167,1.224744871391589,0.0,-0.6770587533850101,-0.4022747845688198,0.0,0.0,0.0,0.0,0.0,0.0,-0.3416871124517042,-0.424904071021057,-0.40514335814454994,-0.6460707363431272,-0.7728213749351863,-0.26344320016550754,-0.46564047386992874,-0.23461632767347718,-0.24835095837634674,-0.13443223520649777,-0.3717023941475794,-0.32096341298848785,-0.3616678866462927
-0.41611969751119804,-0.3416871124517042,-0.424904071021057,-0.6392186258987741,-0.025882587867409896,-0.6690396980608032,-0.6096736152611841,-0.6683652199157093,-0.3193399387189301,-0.6054191141979077,-0.7053157656447474,0.7239276427061675,1.0316234115080756,-0.32486231388770564,-0.32961786946780525,-0.34524431125745403,-0.2395375180231535,-0.41601862119930705,-0.29083332804495865,-0.30221863427840984,-0.3450629176049663,-0.17799856630146,-0.26887815943758153,-0.25304796409918456,-0.2633440480318379,-0.26787218974144394,-0.13210178899585237,0.0,0.0,-0.4022747845688198,-0.38511538885148633,1.3179731829783807,-0.17886374934717567,-0.025882587867409896,-0.7019708221993293,-0.6656302834588801,-0.7235490641043354,-0.509294480710923,-0.13018891098082386,-0.2672612419124244,-0.8451542547285167,1.224744871391589,0.0,-0.6770587533850101,-0.4022747845688198,0.0,0.0,0.0,0.0,0.0,0.0,-0.3416871124517042,-0.424904071021057,-0.40514335814454994,-0.6672962384869799,-0.7728213749351863,-0.26344320016550754,-0.46564047386992874,-0.23461632767347718,-0.24835095837634674,-0.13443223520649777,-0.3717023941475794,-0.32096341298848785,-0.3616678866462927
-0.41611969751119804,-0.3416871124517042,-0.424904071021057,-0.6392186258987741,-0.025882587867409896,-0.6690396980608032,-0.6096736152611841,-0.6683652199157093,-0.3193399387189301,-0.6054191141979077,-0.7053157656447474,0.7239276427061675,1.0316234115080756,-0.32486231388770564,-0.32961786946780525,-0.34524431125745403,-0.2395375180231535,-0.41601862119930705,-0.29083332804495865,-0.30221863427840984,-0.3450629176049663,-0.17799856630146,-0.26887815943758153,-0.25304796409918456,-0.2633440480318379,-0.26787218974144394,-0.13210178899585237,0.0,0.0,-0.4022747845688198,-0.38511538885148633,1.3179731829783807,-0.17886374934717567,-0.025882587867409896,-0.7019708221993293,-0.6656302834588801,-0.7235490641043354,-0.509294480710923,-0.13018891098082386,-0.2672612419124244,-0.8451542547285167,1.224744871391589,0.0,-0.6770587533850101,-0.4022747845688198,0.0,0.0,0.0,0.0,0.0,0.0,-0.3416871124517042,-0.424904071021057,-0.40514335814454994,-0.6671965882421732,-0.7728213749351863,-0.26344320016550754,-0.46564047386992874,-0.23461632767347718,-0.24835095837634674,-0.13443223520649777,-0.3717023941475794,-0.32096341298848785,-0.3616678866462927
-0.4161196713712523,-0.3416871124517042,-0.424904071021057,-0.6392186258987741,-0.025882587867409896,-0.6690396980608032,-0.6096736152611841,-0.6683652199157093,-0.3193399387189301,-0.6054191141979077,-0.7053157656447474,0.3766945542390398,0.6870328477078554,-0.32486103960762447,-0.32961786946780525,-0.34524422835292107,-0.23947091568812076,-0.41601859504594263,-0.29083262601058585,-0.30221863427840984,-0.34506283470602844,-0.17073825768277368,-0.26887815943758153,-0.25304796409918456,-0.2633440480318379,-0.26787218974144394,-0.13210178899585237,0.0,0.0,-0.4022747845688198,-0.38511538885148633,0.8970907484724601,-0.17886374934717567,-0.025882587867409896,-0.7019708221993293,-0.6656302834588801,-0.7235490641043354,-0.509294480710923,-0.13018891098082386,-0.2672612419124244,-0.8451542547285167,1.224744871391589,0.0,-0.6770587533850101,-0.4022747845688198,0.0,0.0,0.0,0.0,0.0,0.0,-0.3416871124517042,-0.424904071021057,-0.40514335814454994,-0.6672962384869799,-0.7728213749351863,-0.26344320016550754,-0.46564047386992874,-0.23461632767347718,-0.24835095837634674,-0.13443223520649777,-0.3717023941475794,-0.32096341298848785,-0.3616678866462927
-0.4161196713712523,-0.3416871124517042,-0.424904071021057,-0.6392186258987741,-0.025882587867409896,-0.6690396980608032,-0.6096736152611841,-0.6683652199157093,-0.3193399387189301,-0.6054191141979077,-0.7053157656447474,0.3766945542390398,0.6870328477078554,-0.32486103960762447,-0.32961786946780525,-0.34524422835292107,-0.23947091568812076,-0.41601859504594263,-0.29083262601058585,-0.30221863427840984,-0.34506283470602844,-0.17073825768277368,-0.26887815943758153,-0.25304796409918456,-0.2633440480318379,-0.26787218974144394,-0.13210178899585237,0.0,0.0,-0.4022747845688198,-0.38511538885148633,0.8970907484724601,-0.17886374934717567,-0.025882587867409896,-0.7019708221993293,-0.6656302834588801,-0.7235490641043354,-0.509294480710923,-0.13018891098082386,-0.2672612419124244,-0.8451542547285167,1.224744871391589,0.0,-0.6770587533850101,-0.4022747845688198,0.0,0.0,0.0,0.0,0.0,0.0,-0.3416871124517042,-0.424904071021057,-0.40514335814454994,-0.6377001157793543,-0.7728213749351863,-0.26344320016550754,-0.46564047386992874,-0.23461632767347718,-0.24835095837634674,-0.13443223520649777,-0.3717023941475794,-0.32096341298848785,-0.3616678866462927
-0.4161196713712523,-0.3416871124517042,-0.4184933921249326,-0.5920971427629297,-0.025882587867409896,-0.562290295647655,-0.5317088230318888,-0.6683652199157093,-0.3193399387189301,-0.6054191141979077,-0.7053157656447474,2.5469013571585877,0.6870328477078554,-0.32486103960762447,-0.32961786946780525,-0.34524422835292107,-0.23947091568812076,-0.41601859504594263,-0.29083262601058585,-0.30221863427840984,-0.34506283470602844,-0.17073825768277368,-0.26887815943758153,-0.25304796409918456,-0.2633440480318379,-0.26787218974144394,-0.13210178899585237,0.0,0.0,-0.4022747845688198,-0.38511538885148633,0.8970907484724601,-0.17886374934717567,-0.025882587867409896,-0.6728530678356605,-0.5785358888298991,-0.673226467582552,-0.5084479436678109,-0.13018891098082386,3.7416573867739413,-0.8451542547285167,1.224744871391589,0.0,-0.5500177174248206,-0.4022747845688198,0.0,0.0,0.0,0.0,0.0,0.0,-0.3416871124517042,-0.4184933921249326,-0.40514335814454994,-0.5762159147335459,-0.7728213749351863,-0.26344320016550754,-0.46564047386992874,-0.23461632767347718,-0.24835095837634674,-0.13443223520649777,-0.3717023941475794,-0.32096341298848785,-0.3616678866462927
-0.4161196713712523,-0.3290163913471911,-0.4233655080859871,-0.6392186258987741,-0.025882587867409896,-0.6690396980608032,-0.6096736152611841,-0.6683652199157093,-0.3193399387189301,-0.6054191141979077,-0.7053157656447474,0.8975441869397313,1.2039186933048085,-0.3248635881677869,-0.3296172754615428,-0.34524431125745403,-0.23967072269321904,-0.41601859504594263,-0.2908340300793314,-0.30221817211222585,-0.3450629176049663,-0.19251918353883268,-0.26887815943758153,-0.25304796409918456,-0.2633440480318379,-0.26787218974144394,-0.13210178899585237,0.0,0.0,-0.38150506847370824,-0.38511538885148633,1.5284144001050766,-0.17886374934717567,-0.025882587867409896,-0.7019708221993293,-0.6656302834588801,-0.7235490641043354,-0.509294480710923,-0.13018891098082386,-0.2672612419124244,-0.8451542547285167,1.224744871391589,0.0,-0.6821403948234176,-0.38150506847370824,0.0,0.0,0.0,0.0,0.0,0.0,-0.3290163913471911,-0.4233655080859871,-0.40514335814454994,-0.46600274397720237,-0.7728213749351863,-0.22885547147857,-0.46564047386992874,-0.23461632767347718,-0.24835095837634674,-0.13443223520649777,-0.3717023941475794,-0.32096341298848785,-0.3616678866462927
-0.41611956681146933,-0.35435783355621736,-0.42644263395612686,-0.6392186258987741,-0.025882587867409896,-0.6690396980608032,-0.6096736152611841,-0.6613297965481756,-0.19870785273906144,-0.5882725199945332,-0.7053157656447474,-0.14415507846165165,0.1701470021109023,-0.3248559424872996,-0.32961786946780525,-0.34524389673478917,-0.23920450634798973,-0.4160186996594003,-0.29083543414807694,-0.30221863427840984,-0.3450631663017801,-0.199779492157519,-0.26887815943758153,-0.25304796409918456,-0.2633440480318379,-0.26787218974144394,-0.13210178899585237,0.0,0.0,-0.4230445006639314,-0.3557695375293004,-0.049894728976464874,0.7954359340276923,-0.025882587867409896,-0.7019708221993293,-0.6656302834588801,-0.7235490641043354,-0.509294480710923,-0.13018891098082386,-0.2672612419124244,-0.8451542547285167,1.224744871391589,0.0,-0.6770587533850101,-0.4230445006639314,0.0,0.0,0.0,0.0,0.0,0.0,-0.35435783355621736,-0.42644263395612686,-0.35794219020537904,-0.4659030937323956,-0.4749932313467461,-0.29803092885244503,-0.46564047386992874,-0.23461632767347718,-0.24835095837634674,-0.13443223520649777,-0.3717023941475794,-0.32096341298848785,-0.3616678866462927
